Area Code,Area Code (M49),Area,Item Code,Item Code (CPC),Item,Element Code,Element,Year Code,Year,Unit,Value,Flag,Note
178,'232,Eritrea,15,'0111,Wheat,5622,Import value,2020,2020,1000 USD,7000.000000,E,
178,'232,Eritrea,15,'0111,Wheat,5622,Import value,2021,2021,1000 USD,15838.000000,X,Estimated data using trading partners database
178,'232,Eritrea,15,'0111,Wheat,5622,Import value,2022,2022,1000 USD,6000.000000,E,
178,'232,Eritrea,15,'0111,Wheat,5622,Import value,2023,2023,1000 USD,6000.000000,E,
178,'232,Eritrea,15,'0111,Wheat,5622,Import value,2024,2024,1000 USD,6000.000000,E,
178,'232,Eritrea,15,'0111,Wheat,5910,Export quantity,2023,2023,t,499.580000,X,Estimated data using trading partners database
178,'232,Eritrea,15,'0111,Wheat,5922,Export value,2023,2023,1000 USD,225.000000,X,Estimated data using trading partners database
268,'097.2503,European Union (25) (excluding intra-trade),15,'0111,Wheat,5610,Import quantity,2004,2004,t,6658289.000000,E,
268,'097.2503,European Union (25) (excluding intra-trade),15,'0111,Wheat,5610,Import quantity,2005,2005,t,7930095.000000,E,
268,'097.2503,European Union (25) (excluding intra-trade),15,'0111,Wheat,5610,Import quantity,2006,2006,t,7052574.000000,E,
268,'097.2503,European Union (25) (excluding intra-trade),15,'0111,Wheat,5622,Import value,2004,2004,1000 USD,1290679.000000,E,
268,'097.2503,European Union (25) (excluding intra-trade),15,'0111,Wheat,5622,Import value,2005,2005,1000 USD,1409976.000000,E,
268,'097.2503,European Union (25) (excluding intra-trade),15,'0111,Wheat,5622,Import value,2006,2006,1000 USD,1339072.000000,E,
268,'097.2503,European Union (25) (excluding intra-trade),15,'0111,Wheat,5910,Export quantity,2004,2004,t,8488873.000000,E,
268,'097.2503,European Union (25) (excluding intra-trade),15,'0111,Wheat,5910,Export quantity,2005,2005,t,10127565.000000,E,
268,'097.2503,European Union (25) (excluding intra-trade),15,'0111,Wheat,5910,Export quantity,2006,2006,t,13048139.000000,E,
268,'097.2503,European Union (25) (excluding intra-trade),15,'0111,Wheat,5922,Export value,2004,2004,1000 USD,1452736.000000,E,
268,'097.2503,European Union (25) (excluding intra-trade),15,'0111,Wheat,5922,Export value,2005,2005,1000 USD,1472544.000000,E,
268,'097.2503,European Union (25) (excluding intra-trade),15,'0111,Wheat,5922,Export value,2006,2006,1000 USD,2065866.000000,E,
180,'585,Palau,15,'0111,Wheat,5610,Import quantity,2017,2017,t,0.020000,A,
180,'585,Palau,15,'0111,Wheat,5610,Import quantity,2018,2018,t,0.030000,A,
180,'585,Palau,15,'0111,Wheat,5610,Import quantity,2023,2023,t,716.190000,X,Estimated data using trading partners database
180,'585,Palau,15,'0111,Wheat,5622,Import value,2017,2017,1000 USD,0.000000,A,
180,'585,Palau,15,'0111,Wheat,5622,Import value,2018,2018,1000 USD,0.000000,A,
180,'585,Palau,15,'0111,Wheat,5622,Import value,2023,2023,1000 USD,124.000000,X,Estimated data using trading partners database
277,'728,South Sudan,15,'0111,Wheat,5610,Import quantity,2012,2012,t,0.000000,X,Estimated data using trading partners database
277,'728,South Sudan,15,'0111,Wheat,5610,Import quantity,2013,2013,t,0.000000,E,
277,'728,South Sudan,15,'0111,Wheat,5610,Import quantity,2014,2014,t,109.020000,X,Estimated data using trading partners database
277,'728,South Sudan,15,'0111,Wheat,5610,Import quantity,2015,2015,t,2.000000,X,Estimated data using trading partners database
277,'728,South Sudan,15,'0111,Wheat,5610,Import quantity,2016,2016,t,1.570000,X,Estimated data using trading partners database
277,'728,South Sudan,15,'0111,Wheat,5610,Import quantity,2017,2017,t,9.330000,X,Estimated data using trading partners database
277,'728,South Sudan,15,'0111,Wheat,5610,Import quantity,2018,2018,t,1.630000,X,Estimated data using trading partners database
277,'728,South Sudan,15,'0111,Wheat,5610,Import quantity,2019,2019,t,0.130000,X,Estimated data using trading partners database
277,'728,South Sudan,15,'0111,Wheat,5610,Import quantity,2020,2020,t,30.000000,X,Estimated data using trading partners database
277,'728,South Sudan,15,'0111,Wheat,5610,Import quantity,2024,2024,t,28230.000000,X,Estimated data using trading partners database
277,'728,South Sudan,15,'0111,Wheat,5622,Import value,2012,2012,1000 USD,0.000000,X,Estimated data using trading partners database
277,'728,South Sudan,15,'0111,Wheat,5622,Import value,2013,2013,1000 USD,0.000000,E,
277,'728,South Sudan,15,'0111,Wheat,5622,Import value,2014,2014,1000 USD,64.000000,X,Estimated data using trading partners database
277,'728,South Sudan,15,'0111,Wheat,5622,Import value,2015,2015,1000 USD,1.000000,X,Estimated data using trading partners database
277,'728,South Sudan,15,'0111,Wheat,5622,Import value,2016,2016,1000 USD,2.000000,X,Estimated data using trading partners database
277,'728,South Sudan,15,'0111,Wheat,5622,Import value,2017,2017,1000 USD,2.000000,X,Estimated data using trading partners database
277,'728,South Sudan,15,'0111,Wheat,5622,Import value,2018,2018,1000 USD,2.000000,X,Estimated data using trading partners database
277,'728,South Sudan,15,'0111,Wheat,5622,Import value,2019,2019,1000 USD,0.000000,X,Estimated data using trading partners database
277,'728,South Sudan,15,'0111,Wheat,5622,Import value,2020,2020,1000 USD,20.000000,X,Estimated data using trading partners database
277,'728,South Sudan,15,'0111,Wheat,5622,Import value,2024,2024,1000 USD,8296.000000,X,Estimated data using trading partners database
277,'728,South Sudan,15,'0111,Wheat,5910,Export quantity,2012,2012,t,0.000000,X,Estimated data using trading partners database
277,'728,South Sudan,15,'0111,Wheat,5910,Export quantity,2013,2013,t,0.000000,E,
277,'728,South Sudan,15,'0111,Wheat,5910,Export quantity,2018,2018,t,10.680000,X,Estimated data using trading partners database
277,'728,South Sudan,15,'0111,Wheat,5910,Export quantity,2020,2020,t,142.340000,X,Estimated data using trading partners database
277,'728,South Sudan,15,'0111,Wheat,5910,Export quantity,2022,2022,t,0.020000,X,Estimated data using trading partners database
277,'728,South Sudan,15,'0111,Wheat,5922,Export value,2012,2012,1000 USD,0.000000,X,Estimated data using trading partners database
277,'728,South Sudan,15,'0111,Wheat,5922,Export value,2013,2013,1000 USD,0.000000,E,
277,'728,South Sudan,15,'0111,Wheat,5922,Export value,2018,2018,1000 USD,4.000000,X,Estimated data using trading partners database
277,'728,South Sudan,15,'0111,Wheat,5922,Export value,2020,2020,1000 USD,35.000000,X,Estimated data using trading partners database
277,'728,South Sudan,15,'0111,Wheat,5922,Export value,2022,2022,1000 USD,0.000000,X,Estimated data using trading partners database
148,'520,Nauru,15,'0111,Wheat,5610,Import quantity,1961,1961,t,23.000000,X,Estimated data using trading partners database
148,'520,Nauru,15,'0111,Wheat,5610,Import quantity,1962,1962,t,20.000000,X,Estimated data using trading partners database
148,'520,Nauru,15,'0111,Wheat,5610,Import quantity,1963,1963,t,14.000000,X,Estimated data using trading partners database
148,'520,Nauru,15,'0111,Wheat,5610,Import quantity,1964,1964,t,18.000000,X,Estimated data using trading partners database
148,'520,Nauru,15,'0111,Wheat,5610,Import quantity,1965,1965,t,10.000000,X,Estimated data using trading partners database
148,'520,Nauru,15,'0111,Wheat,5610,Import quantity,1966,1966,t,25.000000,X,Estimated data using trading partners database
148,'520,Nauru,15,'0111,Wheat,5610,Import quantity,1967,1967,t,30.000000,X,Estimated data using trading partners database
148,'520,Nauru,15,'0111,Wheat,5610,Import quantity,1968,1968,t,0.000000,A,
148,'520,Nauru,15,'0111,Wheat,5610,Import quantity,1969,1969,t,24.000000,X,Estimated data using trading partners database
148,'520,Nauru,15,'0111,Wheat,5610,Import quantity,1970,1970,t,0.000000,A,
148,'520,Nauru,15,'0111,Wheat,5610,Import quantity,1971,1971,t,0.000000,A,
148,'520,Nauru,15,'0111,Wheat,5610,Import quantity,1972,1972,t,6.000000,X,Estimated data using trading partners database
148,'520,Nauru,15,'0111,Wheat,5610,Import quantity,1973,1973,t,0.000000,A,
148,'520,Nauru,15,'0111,Wheat,5610,Import quantity,1974,1974,t,0.000000,A,
148,'520,Nauru,15,'0111,Wheat,5610,Import quantity,1975,1975,t,0.000000,A,
148,'520,Nauru,15,'0111,Wheat,5610,Import quantity,1976,1976,t,0.000000,A,
148,'520,Nauru,15,'0111,Wheat,5610,Import quantity,1977,1977,t,0.000000,A,
148,'520,Nauru,15,'0111,Wheat,5610,Import quantity,1978,1978,t,0.000000,A,
148,'520,Nauru,15,'0111,Wheat,5610,Import quantity,1979,1979,t,0.000000,A,
148,'520,Nauru,15,'0111,Wheat,5610,Import quantity,1980,1980,t,0.000000,A,
148,'520,Nauru,15,'0111,Wheat,5610,Import quantity,1981,1981,t,0.000000,A,
148,'520,Nauru,15,'0111,Wheat,5610,Import quantity,1982,1982,t,0.000000,A,
148,'520,Nauru,15,'0111,Wheat,5610,Import quantity,1983,1983,t,0.000000,A,
148,'520,Nauru,15,'0111,Wheat,5610,Import quantity,1984,1984,t,0.000000,A,
148,'520,Nauru,15,'0111,Wheat,5610,Import quantity,1985,1985,t,0.000000,A,
148,'520,Nauru,15,'0111,Wheat,5610,Import quantity,1986,1986,t,0.000000,A,
148,'520,Nauru,15,'0111,Wheat,5610,Import quantity,1987,1987,t,0.000000,A,
148,'520,Nauru,15,'0111,Wheat,5610,Import quantity,1988,1988,t,0.000000,A,
148,'520,Nauru,15,'0111,Wheat,5610,Import quantity,1989,1989,t,0.000000,A,
148,'520,Nauru,15,'0111,Wheat,5610,Import quantity,1990,1990,t,0.000000,A,
148,'520,Nauru,15,'0111,Wheat,5610,Import quantity,1991,1991,t,0.000000,A,
148,'520,Nauru,15,'0111,Wheat,5610,Import quantity,1992,1992,t,0.000000,A,
148,'520,Nauru,15,'0111,Wheat,5610,Import quantity,1993,1993,t,0.000000,A,
148,'520,Nauru,15,'0111,Wheat,5610,Import quantity,1994,1994,t,0.000000,E,
148,'520,Nauru,15,'0111,Wheat,5610,Import quantity,1995,1995,t,0.000000,E,
148,'520,Nauru,15,'0111,Wheat,5610,Import quantity,1996,1996,t,0.000000,E,
148,'520,Nauru,15,'0111,Wheat,5610,Import quantity,1997,1997,t,0.000000,E,
148,'520,Nauru,15,'0111,Wheat,5610,Import quantity,1998,1998,t,0.000000,E,
148,'520,Nauru,15,'0111,Wheat,5610,Import quantity,1999,1999,t,0.000000,E,
148,'520,Nauru,15,'0111,Wheat,5610,Import quantity,2000,2000,t,0.000000,E,
148,'520,Nauru,15,'0111,Wheat,5610,Import quantity,2001,2001,t,0.000000,E,
148,'520,Nauru,15,'0111,Wheat,5610,Import quantity,2002,2002,t,0.000000,E,
148,'520,Nauru,15,'0111,Wheat,5610,Import quantity,2003,2003,t,0.000000,E,
148,'520,Nauru,15,'0111,Wheat,5610,Import quantity,2004,2004,t,0.000000,E,
148,'520,Nauru,15,'0111,Wheat,5610,Import quantity,2005,2005,t,0.000000,E,
148,'520,Nauru,15,'0111,Wheat,5610,Import quantity,2006,2006,t,0.000000,E,
148,'520,Nauru,15,'0111,Wheat,5610,Import quantity,2007,2007,t,0.000000,E,
148,'520,Nauru,15,'0111,Wheat,5610,Import quantity,2008,2008,t,0.000000,E,
148,'520,Nauru,15,'0111,Wheat,5610,Import quantity,2009,2009,t,0.000000,E,
148,'520,Nauru,15,'0111,Wheat,5610,Import quantity,2010,2010,t,0.000000,E,
148,'520,Nauru,15,'0111,Wheat,5610,Import quantity,2011,2011,t,0.000000,E,
148,'520,Nauru,15,'0111,Wheat,5610,Import quantity,2012,2012,t,0.000000,E,
148,'520,Nauru,15,'0111,Wheat,5610,Import quantity,2013,2013,t,0.000000,E,
148,'520,Nauru,15,'0111,Wheat,5610,Import quantity,2023,2023,t,996.000000,X,Estimated data using trading partners database
148,'520,Nauru,15,'0111,Wheat,5622,Import value,1961,1961,1000 USD,2.000000,X,Estimated data using trading partners database
148,'520,Nauru,15,'0111,Wheat,5622,Import value,1962,1962,1000 USD,2.000000,X,Estimated data using trading partners database
148,'520,Nauru,15,'0111,Wheat,5622,Import value,1963,1963,1000 USD,1.000000,X,Estimated data using trading partners database
148,'520,Nauru,15,'0111,Wheat,5622,Import value,1964,1964,1000 USD,1.000000,X,Estimated data using trading partners database
148,'520,Nauru,15,'0111,Wheat,5622,Import value,1965,1965,1000 USD,1.000000,X,Estimated data using trading partners database
148,'520,Nauru,15,'0111,Wheat,5622,Import value,1966,1966,1000 USD,2.000000,X,Estimated data using trading partners database
148,'520,Nauru,15,'0111,Wheat,5622,Import value,1967,1967,1000 USD,3.000000,X,Estimated data using trading partners database
148,'520,Nauru,15,'0111,Wheat,5622,Import value,1968,1968,1000 USD,0.000000,A,
148,'520,Nauru,15,'0111,Wheat,5622,Import value,1969,1969,1000 USD,2.000000,X,Estimated data using trading partners database
148,'520,Nauru,15,'0111,Wheat,5622,Import value,1970,1970,1000 USD,0.000000,A,
148,'520,Nauru,15,'0111,Wheat,5622,Import value,1971,1971,1000 USD,0.000000,A,
148,'520,Nauru,15,'0111,Wheat,5622,Import value,1972,1972,1000 USD,1.000000,X,Estimated data using trading partners database
148,'520,Nauru,15,'0111,Wheat,5622,Import value,1973,1973,1000 USD,0.000000,A,
148,'520,Nauru,15,'0111,Wheat,5622,Import value,1974,1974,1000 USD,0.000000,A,
148,'520,Nauru,15,'0111,Wheat,5622,Import value,1975,1975,1000 USD,0.000000,A,
148,'520,Nauru,15,'0111,Wheat,5622,Import value,1976,1976,1000 USD,0.000000,A,
148,'520,Nauru,15,'0111,Wheat,5622,Import value,1977,1977,1000 USD,0.000000,A,
148,'520,Nauru,15,'0111,Wheat,5622,Import value,1978,1978,1000 USD,0.000000,A,
148,'520,Nauru,15,'0111,Wheat,5622,Import value,1979,1979,1000 USD,0.000000,A,
148,'520,Nauru,15,'0111,Wheat,5622,Import value,1980,1980,1000 USD,0.000000,A,
148,'520,Nauru,15,'0111,Wheat,5622,Import value,1981,1981,1000 USD,0.000000,A,
148,'520,Nauru,15,'0111,Wheat,5622,Import value,1982,1982,1000 USD,0.000000,A,
148,'520,Nauru,15,'0111,Wheat,5622,Import value,1983,1983,1000 USD,0.000000,A,
148,'520,Nauru,15,'0111,Wheat,5622,Import value,1984,1984,1000 USD,0.000000,A,
148,'520,Nauru,15,'0111,Wheat,5622,Import value,1985,1985,1000 USD,0.000000,A,
148,'520,Nauru,15,'0111,Wheat,5622,Import value,1986,1986,1000 USD,0.000000,A,
148,'520,Nauru,15,'0111,Wheat,5622,Import value,1987,1987,1000 USD,0.000000,A,
148,'520,Nauru,15,'0111,Wheat,5622,Import value,1988,1988,1000 USD,0.000000,A,
148,'520,Nauru,15,'0111,Wheat,5622,Import value,1989,1989,1000 USD,0.000000,A,
148,'520,Nauru,15,'0111,Wheat,5622,Import value,1990,1990,1000 USD,0.000000,A,
148,'520,Nauru,15,'0111,Wheat,5622,Import value,1991,1991,1000 USD,0.000000,A,
148,'520,Nauru,15,'0111,Wheat,5622,Import value,1992,1992,1000 USD,0.000000,A,
148,'520,Nauru,15,'0111,Wheat,5622,Import value,1993,1993,1000 USD,0.000000,A,
148,'520,Nauru,15,'0111,Wheat,5622,Import value,1994,1994,1000 USD,0.000000,E,
148,'520,Nauru,15,'0111,Wheat,5622,Import value,1995,1995,1000 USD,0.000000,E,
148,'520,Nauru,15,'0111,Wheat,5622,Import value,1996,1996,1000 USD,0.000000,E,
148,'520,Nauru,15,'0111,Wheat,5622,Import value,1997,1997,1000 USD,0.000000,E,
148,'520,Nauru,15,'0111,Wheat,5622,Import value,1998,1998,1000 USD,0.000000,E,
148,'520,Nauru,15,'0111,Wheat,5622,Import value,1999,1999,1000 USD,0.000000,E,
148,'520,Nauru,15,'0111,Wheat,5622,Import value,2000,2000,1000 USD,0.000000,E,
148,'520,Nauru,15,'0111,Wheat,5622,Import value,2001,2001,1000 USD,0.000000,E,
148,'520,Nauru,15,'0111,Wheat,5622,Import value,2002,2002,1000 USD,0.000000,E,
148,'520,Nauru,15,'0111,Wheat,5622,Import value,2003,2003,1000 USD,0.000000,E,
148,'520,Nauru,15,'0111,Wheat,5622,Import value,2004,2004,1000 USD,0.000000,E,
148,'520,Nauru,15,'0111,Wheat,5622,Import value,2005,2005,1000 USD,0.000000,E,
148,'520,Nauru,15,'0111,Wheat,5622,Import value,2006,2006,1000 USD,0.000000,E,
148,'520,Nauru,15,'0111,Wheat,5622,Import value,2007,2007,1000 USD,0.000000,E,
148,'520,Nauru,15,'0111,Wheat,5622,Import value,2008,2008,1000 USD,0.000000,E,
148,'520,Nauru,15,'0111,Wheat,5622,Import value,2009,2009,1000 USD,0.000000,E,
148,'520,Nauru,15,'0111,Wheat,5622,Import value,2010,2010,1000 USD,0.000000,E,
148,'520,Nauru,15,'0111,Wheat,5622,Import value,2011,2011,1000 USD,0.000000,E,
148,'520,Nauru,15,'0111,Wheat,5622,Import value,2012,2012,1000 USD,0.000000,E,
148,'520,Nauru,15,'0111,Wheat,5622,Import value,2013,2013,1000 USD,0.000000,E,
148,'520,Nauru,15,'0111,Wheat,5622,Import value,2023,2023,1000 USD,223.000000,X,Estimated data using trading partners database
148,'520,Nauru,15,'0111,Wheat,5910,Export quantity,2024,2024,t,32000.000000,X,Estimated data using trading partners database
148,'520,Nauru,15,'0111,Wheat,5922,Export value,2024,2024,1000 USD,8484.000000,X,Estimated data using trading partners database
57070,'097.03,European Union (27) (excluding intra-trade),15,'0111,Wheat,5610,Import quantity,2020,2020,t,4796317.290000,E,
57070,'097.03,European Union (27) (excluding intra-trade),15,'0111,Wheat,5610,Import quantity,2021,2021,t,4166082.230000,E,
57070,'097.03,European Union (27) (excluding intra-trade),15,'0111,Wheat,5610,Import quantity,2022,2022,t,6965404.580000,E,
57070,'097.03,European Union (27) (excluding intra-trade),15,'0111,Wheat,5610,Import quantity,2023,2023,t,12066769.270000,E,
57070,'097.03,European Union (27) (excluding intra-trade),15,'0111,Wheat,5610,Import quantity,2024,2024,t,10785229.070000,E,
57070,'097.03,European Union (27) (excluding intra-trade),15,'0111,Wheat,5622,Import value,2020,2020,1000 USD,1317552.000000,E,
57070,'097.03,European Union (27) (excluding intra-trade),15,'0111,Wheat,5622,Import value,2021,2021,1000 USD,1422163.000000,E,
57070,'097.03,European Union (27) (excluding intra-trade),15,'0111,Wheat,5622,Import value,2022,2022,1000 USD,2705225.000000,E,
57070,'097.03,European Union (27) (excluding intra-trade),15,'0111,Wheat,5622,Import value,2023,2023,1000 USD,3905821.000000,E,
57070,'097.03,European Union (27) (excluding intra-trade),15,'0111,Wheat,5622,Import value,2024,2024,1000 USD,2884875.000000,E,
57070,'097.03,European Union (27) (excluding intra-trade),15,'0111,Wheat,5910,Export quantity,2020,2020,t,35941094.600000,E,
57070,'097.03,European Union (27) (excluding intra-trade),15,'0111,Wheat,5910,Export quantity,2021,2021,t,29041573.810000,E,
57070,'097.03,European Union (27) (excluding intra-trade),15,'0111,Wheat,5910,Export quantity,2022,2022,t,31431831.380000,E,
57070,'097.03,European Union (27) (excluding intra-trade),15,'0111,Wheat,5910,Export quantity,2023,2023,t,32826664.940000,E,
57070,'097.03,European Union (27) (excluding intra-trade),15,'0111,Wheat,5910,Export quantity,2024,2024,t,30932534.850000,E,
57070,'097.03,European Union (27) (excluding intra-trade),15,'0111,Wheat,5922,Export value,2020,2020,1000 USD,8194142.000000,E,
57070,'097.03,European Union (27) (excluding intra-trade),15,'0111,Wheat,5922,Export value,2021,2021,1000 USD,7980762.000000,E,
57070,'097.03,European Union (27) (excluding intra-trade),15,'0111,Wheat,5922,Export value,2022,2022,1000 USD,11802641.000000,E,
57070,'097.03,European Union (27) (excluding intra-trade),15,'0111,Wheat,5922,Export value,2023,2023,1000 USD,9109033.000000,E,
57070,'097.03,European Union (27) (excluding intra-trade),15,'0111,Wheat,5922,Export value,2024,2024,1000 USD,7530463.000000,E,
61,'226,Equatorial Guinea,15,'0111,Wheat,5610,Import quantity,2014,2014,t,0.840000,X,Estimated data using trading partners database
61,'226,Equatorial Guinea,15,'0111,Wheat,5610,Import quantity,2015,2015,t,5.000000,X,Estimated data using trading partners database
61,'226,Equatorial Guinea,15,'0111,Wheat,5610,Import quantity,2016,2016,t,0.050000,X,Estimated data using trading partners database
61,'226,Equatorial Guinea,15,'0111,Wheat,5610,Import quantity,2017,2017,t,3.100000,X,Estimated data using trading partners database
61,'226,Equatorial Guinea,15,'0111,Wheat,5610,Import quantity,2018,2018,t,10.250000,X,Estimated data using trading partners database
276,'729,Sudan,15,'0111,Wheat,5610,Import quantity,2012,2012,t,720706.000000,X,Estimated data using trading partners database
61,'226,Equatorial Guinea,15,'0111,Wheat,5610,Import quantity,2019,2019,t,0.080000,X,Estimated data using trading partners database
276,'729,Sudan,15,'0111,Wheat,5610,Import quantity,2013,2013,t,2264889.000000,X,Estimated data using trading partners database
